wbgene,symbol,sequence
WBGene00011613,T08D2.8,T08D2.8
WBGene00016644,abhd-3.2,abhd-3.2
WBGene00201004,R193.5,R193.5
WBGene00045271,F07G6.10,F07G6.10
WBGene00020645,T21D9.2,T21D9.2
WBGene00018025,F35A5.2,F35A5.2
WBGene00000441,ceh-18,ceh-18
WBGene00001957,hlh-13,hlh-13
WBGene00022615,ZC449.5,ZC449.5
WBGene00006826,unc-97,unc-97
WBGene00020330,cest-16,cest-16
WBGene00003495,mup-2,mup-2
WBGene00018257,F41B4.1,F41B4.1
WBGene00000238,bar-1,bar-1
WBGene00004988,spp-3,spp-3
WBGene00000061,lgc-11,lgc-11
WBGene00019266,H35N09.2,H35N09.2
WBGene00006672,twk-18,twk-18
WBGene00015264,B0563.7,B0563.7
WBGene00304906,Y81B9A.5,Y81B9A.5
WBGene00006887,vav-1,vav-1
WBGene00009887,glb-17,glb-17
WBGene00007517,gpx-3,gpx-3
WBGene00008604,F09B9.5,F09B9.5
WBGene00010345,F59F5.7,F59F5.7
WBGene00006896,ver-3,ver-3
WBGene00008736,gnrr-6,gnrr-6
WBGene00004994,spp-9,spp-9
WBGene00011440,sfxn-1.5,sfxn-1.5
WBGene00008086,C44C10.5,C44C10.5
WBGene00008450,E01G6.2,E01G6.2
WBGene00195214,F11C1.10,F11C1.10
WBGene00077679,K11E4.6,K11E4.6
WBGene00202065,K02B9.9,K02B9.9
WBGene00009849,F48F7.3,F48F7.3
WBGene00007849,tbc-19,tbc-19
WBGene00044154,Y7A5A.10,Y7A5A.10
WBGene00017375,pbo-6,pbo-6
WBGene00235387,W04C9.8,W04C9.8
WBGene00016932,C54G6.3,C54G6.3
WBGene00021272,Y23H5B.1,Y23H5B.1
WBGene00194701,Y23H5B.12,Y23H5B.12
WBGene00004077,pop-1,pop-1
WBGene00022110,Y71F9AL.4,Y71F9AL.4
WBGene00021640,Y47G6A.14,Y47G6A.14
WBGene00220165,Y47G6A.36,Y47G6A.36
WBGene00017009,D1007.13,D1007.13
WBGene00000440,ceh-17,ceh-17
WBGene00001859,hil-8,hil-8
WBGene00018897,zipt-2.4,zipt-2.4
WBGene00002257,lbp-5,lbp-5
WBGene00001643,gly-18,gly-18
WBGene00001644,gly-19,gly-19
WBGene00010870,let-522,let-522
WBGene00004944,sol-1,sol-1
WBGene00008385,D1081.7,D1081.7
WBGene00006682,twk-30,twk-30
WBGene00044607,K02A11.4,K02A11.4
WBGene00009158,F26E4.3,F26E4.3
WBGene00009939,ztf-11,ztf-11
WBGene00016459,C35E7.7,C35E7.7
WBGene00009210,F28C12.6,F28C12.6
WBGene00014200,scrm-2,scrm-2
WBGene00077520,C37A5.11,C37A5.11
WBGene00196890,Y105E8B.13,Y105E8B.13
WBGene00010586,K05C4.10,K05C4.10
WBGene00018620,F48G7.9,F48G7.9
WBGene00020748,nhr-221,nhr-221
WBGene00003683,nhr-93,nhr-93
WBGene00020749,srbc-67,srbc-67
WBGene00000062,acr-23,acr-23
WBGene00000716,col-143,col-143
WBGene00016362,C33G8.4,C33G8.4
WBGene00015395,nhr-147,nhr-147
WBGene00020722,T23B12.8,T23B12.8
WBGene00194993,T27E4.11,T27E4.11
WBGene00235330,F21C10.18,F21C10.18
WBGene00077775,nlp-58,nlp-58
WBGene00000445,ceh-22,ceh-22
WBGene00012776,Y42A5A.1,Y42A5A.1
WBGene00004910,snf-11,snf-11
WBGene00000951,deg-3,deg-3
WBGene00000955,des-2,des-2
WBGene00000982,dhs-19,dhs-19
WBGene00005977,srx-86,srx-86
WBGene00005978,srx-87,srx-87
WBGene00008644,F10C2.3,F10C2.3
WBGene00011098,nhr-207,nhr-207
WBGene00001493,frm-7,frm-7
WBGene00011014,hpo-30,hpo-30
WBGene00008300,C54D10.5,C54D10.5
WBGene00007909,C34B4.4,C34B4.4
WBGene00006693,twk-43,twk-43
WBGene00009985,F53F4.1,F53F4.1
WBGene00008986,F20G2.2,F20G2.2
WBGene00012741,Y40H4A.2,Y40H4A.2
WBGene00007236,C01G10.9,C01G10.9
WBGene00012184,mnr-1,mnr-1
WBGene00012857,pbo-5,pbo-5
WBGene00017748,F23F1.7,F23F1.7
WBGene00021076,W07E6.5,W07E6.5
WBGene00003106,mab-9,mab-9
WBGene00020837,slc-36.2,slc-36.2
WBGene00021781,Y51H7C.3,Y51H7C.3
WBGene00019589,K09F6.6,K09F6.6
WBGene00019130,gbas-1,gbas-1
WBGene00006495,cpna-1,cpna-1
WBGene00005060,sra-34,sra-34
WBGene00019489,K07E1.1,K07E1.1
WBGene00006868,vab-1,vab-1
WBGene00019084,F59A6.2,F59A6.2
WBGene00019904,twk-49,twk-49
WBGene00016628,slc-36.5,slc-36.5
WBGene00010503,K02C4.5,K02C4.5
WBGene00000053,acr-14,acr-14
WBGene00001159,eff-1,eff-1
WBGene00195143,nlp-78,nlp-78
WBGene00006367,sym-2,sym-2
WBGene00006659,twk-4,twk-4
WBGene00002299,let-23,let-23
WBGene00014210,ZK1067.4,ZK1067.4
WBGene00010946,M176.10,M176.10
WBGene00001528,gcy-1,gcy-1
WBGene00004038,plc-3,plc-3
WBGene00009701,egg-3,egg-3
WBGene00005038,sra-12,sra-12
WBGene00008548,F07A11.5,F07A11.5
WBGene00012895,cox-10,cox-10
WBGene00011054,arrd-13,arrd-13
WBGene00001805,gur-4,gur-4
WBGene00012981,Y48B6A.10,Y48B6A.10
WBGene00201141,Y76B12C.10,Y76B12C.10
WBGene00271788,M01H9.10,M01H9.10
WBGene00017117,fbxb-80,fbxb-80
WBGene00017116,fbxb-78,fbxb-78
WBGene00021161,Y4C6B.7,Y4C6B.7
WBGene00021155,Y4C6B.1,Y4C6B.1
WBGene00018318,F41H10.5,F41H10.5
WBGene00020046,best-16,best-16
WBGene00015531,C06E4.2,C06E4.2
WBGene00003879,ora-1,ora-1
WBGene00003178,mec-17,mec-17
WBGene00000689,col-115,col-115
WBGene00001366,exc-5,exc-5
WBGene00008272,C53B4.2,C53B4.2
WBGene00008282,C53D6.5,C53D6.5
WBGene00009541,cutl-17,cutl-17
WBGene00000775,cpin-1,cpin-1
WBGene00010636,K07F5.8,K07F5.8
WBGene00011421,T04B2.1,T04B2.1
WBGene00011238,ugt-59,ugt-59
WBGene00008490,F01D4.8,F01D4.8
WBGene00008489,srb-17,srb-17
WBGene00003167,mec-3,mec-3
WBGene00008773,F13H10.1,F13H10.1
WBGene00013100,zip-7,zip-7
WBGene00012791,Y43D4A.5,Y43D4A.5
WBGene00018365,tpst-2,tpst-2
WBGene00023205,Y119D3B.10,Y119D3B.10
WBGene00219770,linc-40,linc-40
WBGene00044402,Y82E9BL.18,Y82E9BL.18
WBGene00022334,Y82E9BR.1,Y82E9BR.1
WBGene00008180,C48D5.3,C48D5.3
WBGene00007966,maph-1.3,maph-1.3
WBGene00000664,col-89,col-89
WBGene00016684,nlp-43,nlp-43
WBGene00016196,C28H8.5,C28H8.5
WBGene00015640,C09E7.6,C09E7.6
WBGene00000998,dig-1,dig-1
WBGene00003176,mec-14,mec-14
WBGene00020048,lgc-12,lgc-12
WBGene00022796,ZK688.1,ZK688.1
WBGene00012976,sup-35,sup-35
WBGene00045211,C18D11.9,C18D11.9
WBGene00007210,agmo-1,agmo-1
WBGene00019435,K06A9.1,K06A9.1
WBGene00020767,lgc-40,lgc-40
WBGene00001618,glr-7,glr-7
WBGene00020302,T07D1.3,T07D1.3
WBGene00006321,sup-12,sup-12
WBGene00003179,mec-18,mec-18
WBGene00016869,C52B9.10,C52B9.10
WBGene00206484,C31H2.14,C31H2.14
WBGene00017463,F14D12.1,F14D12.1
WBGene00017429,F13D11.4,F13D11.4
WBGene00001803,lite-1,lite-1
WBGene00000950,deg-1,deg-1
WBGene00022665,ZK154.1,ZK154.1
WBGene00045210,C54D2.6,C54D2.6
WBGene00000391,cdd-1,cdd-1
WBGene00016738,C47D2.1,C47D2.1
WBGene00003174,mec-10,mec-10
WBGene00018724,F53A9.1,F53A9.1
WBGene00016034,C24A3.4,C24A3.4
WBGene00008869,F15G9.6,F15G9.6
WBGene00013869,mlck-1,mlck-1
WBGene00284849,C03A3.9,C03A3.9
WBGene00007268,C03A3.3,C03A3.3
WBGene00008210,C49F5.6,C49F5.6
WBGene00008955,F19D8.2,F19D8.2
WBGene00001055,dpf-2,dpf-2
WBGene00009280,F31B9.3,F31B9.3
WBGene00003168,mec-4,mec-4
WBGene00017938,F31A3.3,F31A3.3
WBGene00015867,ncs-7,ncs-7
WBGene00001678,gpa-16,gpa-16
WBGene00018786,hmbx-1,hmbx-1
WBGene00001707,grh-1,grh-1
WBGene00044348,Y71G12B.31,Y71G12B.31
WBGene00017976,F32B5.2,F32B5.2
WBGene00304792,Y71F9AL.25,Y71F9AL.25
WBGene00022454,trf-2,trf-2
WBGene00018865,F55A12.6,F55A12.6
WBGene00018003,F33D11.6,F33D11.6
WBGene00000583,cof-2,cof-2
WBGene00007257,C01H6.8,C01H6.8
WBGene00008397,D2005.1,D2005.1
WBGene00008401,D2005.6,D2005.6
WBGene00011231,R11A5.3,R11A5.3
WBGene00044680,F30A10.13,F30A10.13
WBGene00077685,C04F12.12,C04F12.12
WBGene00007301,C04F12.7,C04F12.7
WBGene00012211,ssp-37,ssp-37
WBGene00008216,mec-19,mec-19
WBGene00013023,Y48G10A.6,Y48G10A.6
WBGene00013513,Y71A12C.2,Y71A12C.2
WBGene00003471,mtd-1,mtd-1
WBGene00018621,F48G7.10,F48G7.10
WBGene00021309,Y32G9B.1,Y32G9B.1
WBGene00016431,C35A11.4,C35A11.4
WBGene00016081,C25A6.1,C25A6.1
WBGene00017432,F13H6.4,F13H6.4
WBGene00006665,twk-10,twk-10
WBGene00019374,K04A8.2,K04A8.2
WBGene00019373,K04A8.1,K04A8.1
WBGene00003165,mec-1,mec-1
WBGene00017619,F20A1.8,F20A1.8
WBGene00006237,str-204,str-204
WBGene00015705,nhr-152,nhr-152
WBGene00020720,T23B12.5,T23B12.5
WBGene00015222,B0507.5,B0507.5
WBGene00015221,B0507.4,B0507.4
WBGene00015226,B0507.9,B0507.9
WBGene00006006,srx-115,srx-115
WBGene00017194,F07C3.3,F07C3.3
WBGene00009768,F46B6.2,F46B6.2
WBGene00003173,mec-9,mec-9
WBGene00008240,C50H2.4,C50H2.4
WBGene00000726,col-153,col-153
WBGene00011402,T03F7.5,T03F7.5
WBGene00010524,K03B8.6,K03B8.6
WBGene00077782,T26H10.2,T26H10.2
WBGene00011437,smoc-1,smoc-1
WBGene00010082,F55A11.11,F55A11.11
WBGene00003738,nid-1,nid-1
WBGene00009426,F35E12.2,F35E12.2
WBGene00012533,fbxa-209,fbxa-209
WBGene00012070,T26H5.8,T26H5.8
WBGene00000014,abf-3,abf-3
WBGene00011854,T20B3.14,T20B3.14
WBGene00045344,Y43F8C.23,Y43F8C.23
WBGene00045345,Y43F8C.24,Y43F8C.24
WBGene00012838,Y43F8C.17,Y43F8C.17
WBGene00013367,Y60A3A.23,Y60A3A.23
WBGene00013366,Y60A3A.21,Y60A3A.21
WBGene00013752,nlp-69,nlp-69
WBGene00011394,T03D8.7,T03D8.7
WBGene00015614,C08G5.1,C08G5.1
WBGene00015615,fbxc-48,fbxc-48
WBGene00015618,C08G5.6,C08G5.6
WBGene00006882,vab-19,vab-19
WBGene00303366,Y49F6A.11,Y49F6A.11
WBGene00006893,spon-1,spon-1
WBGene00004264,qua-1,qua-1
WBGene00009903,F49E12.10,F49E12.10
WBGene00008802,acp-2,acp-2
WBGene00011755,T13H5.1,T13H5.1
WBGene00012177,decr-1.2,decr-1.2
WBGene00009450,ugt-58,ugt-58
WBGene00009354,ilkp-1,ilkp-1
WBGene00011465,T05B9.2,T05B9.2
WBGene00004310,ras-1,ras-1
WBGene00008498,F01D5.8,F01D5.8
WBGene00021525,Y41D4B.26,Y41D4B.26
WBGene00044481,ZK185.5,ZK185.5
WBGene00045250,Y73B6BL.47,Y73B6BL.47
WBGene00018472,nep-16,nep-16
WBGene00003758,nlp-20,nlp-20
WBGene00016845,C50F7.5,C50F7.5
WBGene00001132,alp-1,alp-1
WBGene00011422,T04B2.3,T04B2.3
WBGene00001796,gtl-2,gtl-2
WBGene00008723,F12F6.8,F12F6.8
WBGene00012420,Y7A9D.1,Y7A9D.1
WBGene00007270,rei-1,rei-1
WBGene00010784,twk-48,twk-48
WBGene00011400,T03F6.4,T03F6.4
WBGene00015476,C05D9.9,C05D9.9
WBGene00196294,Y41G9A.14,Y41G9A.14
WBGene00015714,C12D12.3,C12D12.3
WBGene00015802,kynu-1,kynu-1
WBGene00015784,C15B12.2,C15B12.2
WBGene00001617,glr-6,glr-6
WBGene00020125,cest-19,cest-19
WBGene00011646,T09B9.5,T09B9.5
WBGene00011082,R07B1.11,R07B1.11
WBGene00001202,egl-36,egl-36
WBGene00009091,F23D12.7,F23D12.7
WBGene00044156,Y66C5A.1,Y66C5A.1
WBGene00004854,slt-1,slt-1
WBGene00019361,clik-3,clik-3
WBGene00001596,gld-2,gld-2
WBGene00000096,ahr-1,ahr-1
WBGene00000544,clp-3,clp-3
WBGene00195255,H16D19.7,H16D19.7
WBGene00010402,H16D19.4,H16D19.4
WBGene00007656,pals-2,pals-2
WBGene00001555,gcy-35,gcy-35
WBGene00022814,ZK742.4,ZK742.4
WBGene00015592,C08D8.1,C08D8.1
WBGene00010258,F58E6.11,F58E6.11
WBGene00219415,linc-38,linc-38
WBGene00007607,C15C8.5,C15C8.5
WBGene00013904,ugt-6,ugt-6
WBGene00008791,F14D7.4,F14D7.4
WBGene00219324,F47B8.18,F47B8.18
WBGene00012821,Y43F8B.11,Y43F8B.11
WBGene00021776,Y51H7BR.4,Y51H7BR.4
WBGene00077522,T10D4.15,T10D4.15
WBGene00018392,insc-1,insc-1
WBGene00007421,C07H4.1,C07H4.1
WBGene00012034,T26C5.4,T26C5.4
WBGene00005041,sra-15,sra-15
WBGene00019300,swt-1,swt-1
WBGene00235263,Y66H1A.8,Y66H1A.8
WBGene00021121,W09G12.7,W09G12.7
WBGene00001557,gcy-37,gcy-37
WBGene00022063,nlp-81,nlp-81
WBGene00003938,pax-2,pax-2
WBGene00006213,str-169,str-169
WBGene00022771,ZK616.1,ZK616.1
WBGene00044308,F58F9.10,F58F9.10
WBGene00044309,F58F9.11,F58F9.11
WBGene00005735,srv-24,srv-24
WBGene00022255,tmed-13,tmed-13
WBGene00020289,T06C10.3,T06C10.3
WBGene00001413,fem-3,fem-3
WBGene00012432,Y11D7A.8,Y11D7A.8
WBGene00001395,fat-3,fat-3
WBGene00001113,dur-1,dur-1
WBGene00006678,twk-25,twk-25
WBGene00201057,F08G5.19,F08G5.19
WBGene00010122,F55G11.1,F55G11.1
WBGene00007453,fbxa-98,fbxa-98
WBGene00013334,nlp-56,nlp-56
WBGene00012773,srt-48,srt-48
WBGene00013520,best-21,best-21
WBGene00005725,srv-14,srv-14
WBGene00010415,irld-39,irld-39
WBGene00008199,C49C3.9,C49C3.9
WBGene00015647,C09F5.1,C09F5.1
WBGene00016523,C39B5.5,C39B5.5
WBGene00021018,W04B5.1,W04B5.1
WBGene00019212,zmp-2,zmp-2
WBGene00044636,B0393.9,B0393.9
WBGene00044409,C45G9.14,C45G9.14
WBGene00022532,ZC155.4,ZC155.4
WBGene00004857,sma-3,sma-3
WBGene00018997,F57B9.3,F57B9.3
WBGene00019812,R01H2.4,R01H2.4
WBGene00022735,ZK418.6,ZK418.6
WBGene00016801,C50C3.5,C50C3.5
WBGene00002231,knl-1,knl-1
WBGene00015337,gsto-2,gsto-2
WBGene00013980,dos-1,dos-1
WBGene00013982,ZK512.1,ZK512.1
WBGene00012940,Y47D3B.3,Y47D3B.3
WBGene00001633,gly-8,gly-8
WBGene00269438,Y56A3A.41,Y56A3A.41
WBGene00194855,Y75B8A.44,Y75B8A.44
WBGene00012716,Y39E4B.5,Y39E4B.5
WBGene00001458,flp-15,flp-15
WBGene00022417,Y102A11A.7,Y102A11A.7
WBGene00194641,F47G3.4,F47G3.4
WBGene00219362,ZK470.14,ZK470.14
WBGene00001455,flp-12,flp-12
WBGene00019345,tmem-135,tmem-135
WBGene00003807,npr-1,npr-1
WBGene00018377,hum-10,hum-10
WBGene00003245,mig-13,mig-13
WBGene00004145,pqn-62,pqn-62
WBGene00017428,F13D11.3,F13D11.3
WBGene00016090,aexr-2,aexr-2
WBGene00003380,mnm-2,mnm-2
WBGene00304782,C23F12.9,C23F12.9
WBGene00007522,C11E4.8,C11E4.8
WBGene00008603,F09B9.4,F09B9.4
WBGene00009000,arrd-28,arrd-28
WBGene00012217,W02H3.1,W02H3.1
WBGene00008572,F08B12.4,F08B12.4
WBGene00012295,nmat-1,nmat-1
WBGene00007116,B0198.3,B0198.3
WBGene00011000,R03G8.6,R03G8.6
WBGene00013368,Y60A9.1,Y60A9.1
WBGene00013497,hex-5,hex-5
WBGene00001556,gcy-36,gcy-36
WBGene00000035,ace-1,ace-1
WBGene00000253,bli-3,bli-3
WBGene00018958,cest-27,cest-27
WBGene00021353,iglr-3,iglr-3
WBGene00002047,icp-1,icp-1
WBGene00022129,lron-11,lron-11
WBGene00020986,W03D8.3,W03D8.3
WBGene00017651,F21A9.2,F21A9.2
WBGene00021632,Y47D9A.5,Y47D9A.5
WBGene00219754,linc-85,linc-85
WBGene00015632,C09D4.1,C09D4.1
WBGene00005273,srh-50,srh-50
WBGene00003184,mei-2,mei-2
WBGene00016743,srb-15,srb-15
WBGene00007741,glb-8,glb-8
WBGene00007739,C26C6.4,C26C6.4
WBGene00013960,cutl-8,cutl-8
WBGene00007643,marc-3,marc-3
WBGene00009261,F30A10.2,F30A10.2
WBGene00195244,F30A10.15,F30A10.15
WBGene00008062,set-32,set-32
WBGene00008063,C41G7.6,C41G7.6
WBGene00009157,F26E4.2,F26E4.2
WBGene00010327,F59C6.8,F59C6.8
WBGene00015231,cutl-14,cutl-14
WBGene00006279,str-253,str-253
WBGene00005279,srh-56,srh-56
WBGene00005447,srh-240,srh-240
WBGene00015898,sre-9,sre-9
WBGene00005957,srx-66,srx-66
WBGene00020370,T08H10.3,T08H10.3
WBGene00000860,cwp-2,cwp-2
WBGene00005657,srr-6,srr-6
WBGene00219740,linc-117,linc-117
WBGene00017334,F10D2.8,F10D2.8
WBGene00006188,str-140,str-140
WBGene00006178,str-129,str-129
WBGene00017634,F20D6.2,F20D6.2
WBGene00018697,F52E1.9,F52E1.9
WBGene00023327,R03H4.8,R03H4.8
WBGene00018406,F44A2.7,F44A2.7
WBGene00003570,ncx-5,ncx-5
WBGene00012778,Y42A5A.3,Y42A5A.3
WBGene00008552,srsx-31,srsx-31
WBGene00008551,lgc-36,lgc-36
WBGene00005082,srd-4,srd-4
WBGene00014099,ZK836.3,ZK836.3
WBGene00004898,snb-2,snb-2
WBGene00012145,nlp-46,nlp-46
WBGene00005652,srr-1,srr-1
WBGene00219208,B0365.9,B0365.9
WBGene00001554,gcy-34,gcy-34
WBGene00001552,gcy-32,gcy-32
WBGene00044116,srxa-13,srxa-13
WBGene00012364,zmp-4,zmp-4
WBGene00000562,cng-1,cng-1
WBGene00008323,C55A1.6,C55A1.6
WBGene00006154,str-97,str-97
WBGene00006150,str-92,str-92
WBGene00000857,cwn-1,cwn-1
WBGene00019588,K09F6.5,K09F6.5
WBGene00271744,K09F6.15,K09F6.15
WBGene00018353,fbxa-182,fbxa-182
WBGene00016357,C33F10.11,C33F10.11
WBGene00016414,C34F11.2,C34F11.2
WBGene00016247,C30B5.6,C30B5.6
WBGene00006522,abcx-1,abcx-1
WBGene00017122,pcrg-1,pcrg-1
WBGene00023021,F32A5.9,F32A5.9
WBGene00018041,F35D2.3,F35D2.3
WBGene00015059,B0228.1,B0228.1
WBGene00014052,ZK669.2,ZK669.2
WBGene00011070,msrp-7,msrp-7
WBGene00044917,F40F8.12,F40F8.12
WBGene00009512,bigr-1,bigr-1
WBGene00008739,F13D12.3,F13D12.3
WBGene00012919,Y46G5A.34,Y46G5A.34
WBGene00007545,C13B4.1,C13B4.1
WBGene00010491,K02B7.3,K02B7.3
WBGene00006561,tcl-2,tcl-2
WBGene00021943,Y55F3BR.6,Y55F3BR.6
WBGene00021941,lgc-33,lgc-33
WBGene00021893,ndnf-1,ndnf-1
WBGene00044482,F29B9.12,F29B9.12
WBGene00046257,21ur-4577,21ur-4577
WBGene00015700,asp-9,asp-9
WBGene00015931,C17H12.5,C17H12.5
WBGene00016596,C42D4.3,C42D4.3
WBGene00001935,his-61,his-61
WBGene00001934,his-60,his-60
WBGene00199437,C08G9.6,C08G9.6
WBGene00016846,C50F7.6,C50F7.6
WBGene00001249,elt-1,elt-1
WBGene00003466,msp-79,msp-79
WBGene00008155,C47E12.12,C47E12.12
WBGene00010886,M7.10,M7.10
WBGene00000704,col-130,col-130
WBGene00003421,msh-5,msh-5
WBGene00006580,tlp-1,tlp-1
WBGene00171255,21ur-6778,21ur-6778
WBGene00045787,21ur-3818,21ur-3818
WBGene00013844,fbxa-50,fbxa-50
WBGene00013843,fbxa-49,fbxa-49
WBGene00017807,F26A1.9,F26A1.9
WBGene00022533,cutl-19,cutl-19
WBGene00022530,ZC155.2,ZC155.2
WBGene00219765,linc-165,linc-165
WBGene00000437,ceh-13,ceh-13
WBGene00015590,bath-15,bath-15
WBGene00003102,mab-5,mab-5
WBGene00006662,twk-7,twk-7
WBGene00001385,far-1,far-1
WBGene00000425,ced-11,ced-11
WBGene00012859,Y45F3A.1,Y45F3A.1
WBGene00012941,Y47D3B.4,Y47D3B.4
WBGene00006690,twk-39,twk-39
WBGene00006670,twk-16,twk-16
WBGene00006928,vit-4,vit-4
WBGene00015375,C03B1.4,C03B1.4
WBGene00020690,T22E5.1,T22E5.1
WBGene00020692,T22E5.6,T22E5.6
WBGene00195868,F26A10.6,F26A10.6
WBGene00017149,EGAP4.1,EGAP4.1
WBGene00015261,B0563.1,B0563.1
WBGene00206365,B0563.18,B0563.18
WBGene00008693,F11C1.4,F11C1.4
WBGene00000048,acr-9,acr-9
WBGene00000952,del-1,del-1
WBGene00006743,unc-3,unc-3
WBGene00003238,mig-1,mig-1
WBGene00022146,Y71G12B.6,Y71G12B.6
WBGene00003006,lin-17,lin-17
WBGene00021125,ccb-2,ccb-2
WBGene00000036,ace-2,ace-2
WBGene00022469,Y119C1B.3,Y119C1B.3
WBGene00000630,col-53,col-53
WBGene00006790,unc-55,unc-55
WBGene00015436,C04E12.6,C04E12.6
WBGene00020855,hpo-36,hpo-36
WBGene00017260,F08F3.1,F08F3.1
WBGene00000936,dbl-1,dbl-1
WBGene00044547,C13A2.12,C13A2.12
WBGene00000054,acr-15,acr-15
WBGene00009239,irld-6,irld-6
WBGene00003248,mig-17,mig-17
WBGene00012282,W05E10.5,W05E10.5
WBGene00012381,Y2H9A.4,Y2H9A.4
WBGene00001519,gar-3,gar-3
WBGene00011251,glb-22,glb-22
WBGene00009221,acs-2,acs-2
WBGene00011393,T03D8.6,T03D8.6
WBGene00019278,K01A2.3,K01A2.3
WBGene00019277,sgcb-1,sgcb-1
WBGene00016071,C24H12.1,C24H12.1
WBGene00017255,F08D12.12,F08D12.12
WBGene00044667,ZK622.5,ZK622.5
WBGene00206514,R05G9.5,R05G9.5
WBGene00000046,acr-7,acr-7
WBGene00010460,clec-142,clec-142
WBGene00006744,unc-4,unc-4
WBGene00200330,F42G4.9,F42G4.9
WBGene00235268,Y54G2A.76,Y54G2A.76
WBGene00019933,R07C12.3,R07C12.3
WBGene00195393,F28E10.6,F28E10.6
WBGene00044620,bus-4,bus-4
WBGene00020684,T22D1.5,T22D1.5
WBGene00015047,faah-1,faah-1
WBGene00008510,lipl-7,lipl-7
WBGene00010145,F56C4.2,F56C4.2
WBGene00044991,T25B9.12,T25B9.12
WBGene00012879,fbxa-215,fbxa-215
WBGene00011960,oac-48,oac-48
WBGene00011959,nyn-1,nyn-1
WBGene00000028,abu-5,abu-5
WBGene00013646,Y105C5B.3,Y105C5B.3
WBGene00013662,Y105C5B.25,Y105C5B.25
WBGene00013812,Y116A8C.40,Y116A8C.40
WBGene00044403,fbxa-219,fbxa-219
WBGene00018155,F37C12.14,F37C12.14
WBGene00020635,T20H4.2,T20H4.2
WBGene00011147,R08D7.7,R08D7.7
WBGene00013850,ZC84.7,ZC84.7
WBGene00017781,F25E2.3,F25E2.3
WBGene00002988,lim-6,lim-6
WBGene00044559,ZK380.5,ZK380.5
WBGene00196654,ZC53.9,ZC53.9
WBGene00022919,C09B7.4,C09B7.4
WBGene00019735,M02F4.1,M02F4.1
WBGene00195081,C04F6.7,C04F6.7
WBGene00044564,ZK813.6,ZK813.6
WBGene00006454,aex-4,aex-4
WBGene00022498,hsd-2,hsd-2
WBGene00015786,C15B12.4,C15B12.4
WBGene00017691,ilys-5,ilys-5
WBGene00201158,F38B6.19,F38B6.19
WBGene00017446,F14B8.4,F14B8.4
WBGene00013398,Y62H9A.10,Y62H9A.10
WBGene00013399,Y62H9A.11,Y62H9A.11
WBGene00045252,Y62H9A.15,Y62H9A.15
WBGene00011013,srxa-8,srxa-8
WBGene00000457,ceh-36,ceh-36
WBGene00007776,dmd-4,dmd-4
WBGene00012414,Y7A5A.8,Y7A5A.8
WBGene00007818,C30F2.4,C30F2.4
WBGene00020813,T25G12.6,T25G12.6
WBGene00021005,ule-1,ule-1
WBGene00001542,gcy-17,gcy-17
WBGene00195045,W05F2.8,W05F2.8
WBGene00017673,icmt-1,icmt-1
WBGene00017672,F21F3.2,F21F3.2
WBGene00000772,cpb-3,cpb-3
WBGene00269382,F33D11.16,F33D11.16
WBGene00022593,ZC328.3,ZC328.3
WBGene00000483,che-1,che-1
WBGene00020415,T10E9.5,T10E9.5
WBGene00010112,nhr-191,nhr-191
WBGene00008651,F10D11.5,F10D11.5
WBGene00009408,F35C12.3,F35C12.3
WBGene00001442,fkh-10,fkh-10
WBGene00015236,B0511.11,B0511.11
WBGene00009827,hmg-6,hmg-6
WBGene00008695,F11C3.1,F11C3.1
WBGene00006182,str-134,str-134
WBGene00005644,srp-3,srp-3
WBGene00005477,srh-271,srh-271
WBGene00005888,srw-141,srw-141
WBGene00017173,F02C9.2,F02C9.2
WBGene00020744,T24A6.1,T24A6.1
WBGene00202496,R02F11.9,R02F11.9
WBGene00020947,W02F12.2,W02F12.2
WBGene00304201,T07H8.11,T07H8.11
WBGene00017330,sre-10,sre-10
WBGene00017331,ugt-40,ugt-40
WBGene00045275,F18E3.12,F18E3.12
WBGene00017785,F25E5.4,F25E5.4
WBGene00001534,gcy-7,gcy-7
WBGene00000599,col-10,col-10
WBGene00044582,B0222.11,B0222.11
WBGene00015057,gad-3,gad-3
WBGene00006221,str-177,str-177
WBGene00009585,cal-7,cal-7
WBGene00008239,fshr-1,fshr-1
WBGene00007538,C12D8.9,C12D8.9
WBGene00001533,gcy-6,gcy-6
WBGene00007863,C32C4.3,C32C4.3
WBGene00000539,cln-3.1,cln-3.1
WBGene00009433,F35E12.9,F35E12.9
WBGene00002259,lbp-7,lbp-7
WBGene00008795,F14D7.8,F14D7.8
WBGene00001540,gcy-14,gcy-14
WBGene00014839,T10H4.1,T10H4.1
WBGene00008996,glb-14,glb-14
WBGene00045513,F14H3.14,F14H3.14
WBGene00001545,gcy-20,gcy-20
WBGene00050891,C08E8.9,C08E8.9
WBGene00007442,C08E8.6,C08E8.6
WBGene00013071,Y51A2B.8,Y51A2B.8
WBGene00002118,ins-35,ins-35
WBGene00018104,fbxb-53,fbxb-53
WBGene00018355,ceh-86,ceh-86
WBGene00001544,gcy-19,gcy-19
WBGene00019855,R03H10.2,R03H10.2
WBGene00003888,osm-8,osm-8
WBGene00009402,F35C11.3,F35C11.3
WBGene00012032,T26C5.2,T26C5.2
WBGene00195675,F49C5.13,F49C5.13
